#! FIELDS time p.x p.y
 0.000000 -1.174000 1.477000
 1.000000 -1.623929 0.606506
 2.000000 -1.888162 0.751783
 3.000000 -1.726908 0.444591
 4.000000 -1.553645 0.260369
 5.000000 -1.677539 0.801004
 6.000000 -2.042513 0.999498
 7.000000 -1.518738 1.228479
 8.000000 -1.520207 0.469390
 9.000000 -2.370125 1.058483
 10.000000 -1.187269 0.300860
 11.000000 -1.143589 -0.457331
 12.000000 -1.890612 1.047925
 13.000000 -1.856423 0.809486
 14.000000 -1.525937 0.639337
 15.000000 -1.907724 0.707382
 16.000000 -1.051512 0.944337
 17.000000 -1.074176 1.172303
 18.000000 -2.057935 1.010473
 19.000000 -1.818597 0.506048
 20.000000 -2.066095 0.979965
 21.000000 -1.945942 0.462264
 22.000000 -1.927989 0.679643
 23.000000 -1.603982 0.544047
 24.000000 -2.027695 0.612848
 25.000000 -1.719586 0.839465
 26.000000 -1.521582 0.337545
 27.000000 -1.308955 0.219644
 28.000000 -1.700043 0.516454
 29.000000 -1.822181 1.076075
 30.000000 -2.258370 0.707342
 31.000000 -1.743897 0.743462
 32.000000 -1.396899 0.341922
 33.000000 -2.106957 1.000307
 34.000000 -2.001246 0.661961
 35.000000 -1.953908 -0.021403
 36.000000 -1.609478 0.484759
 37.000000 -2.089097 0.607548
 38.000000 -1.657874 0.806081
 39.000000 -2.191198 0.639938
 40.000000 -1.672578 0.322699
 41.000000 -2.607259 0.499531
 42.000000 -1.602451 1.209206
 43.000000 -1.547654 0.386824
 44.000000 -1.554871 0.960629
 45.000000 -1.565349 1.432419
 46.000000 -2.010274 1.167204
 47.000000 -2.020526 0.981438
 48.000000 -1.913737 0.518293
 49.000000 -1.917807 0.502934
 50.000000 -2.002197 0.584783
 51.000000 -1.980636 1.013629
 52.000000 -1.639509 0.884780
 53.000000 -2.035901 0.750408
 54.000000 -1.989606 0.548550
 55.000000 -1.784375 0.841970
 56.000000 -1.365783 0.958270
 57.000000 -1.988412 0.729284
 58.000000 -2.050170 1.216368
 59.000000 -1.385833 0.626611
 60.000000 -2.022493 0.695356
 61.000000 -1.824897 0.744480
 62.000000 -1.668279 0.693045
 63.000000 -1.595036 0.654209
 64.000000 -1.988278 0.714564
 65.000000 -2.173905 0.474223
 66.000000 -1.998050 0.763431
 67.000000 -1.571676 0.736715
 68.000000 -1.646960 0.904770
 69.000000 -2.228967 0.946416
 70.000000 -1.262090 0.417278
 71.000000 -1.962704 0.763161
 72.000000 -1.929385 1.162838
 73.000000 -1.802363 0.623305
 74.000000 -1.799630 1.070586
 75.000000 -1.677888 1.021053
 76.000000 -1.773489 0.655506
 77.000000 -1.587468 0.459408
 78.000000 -2.043966 0.801148
 79.000000 -1.480824 1.122918
 80.000000 -1.343189 0.832477
 81.000000 -1.913875 0.600366
 82.000000 -1.826996 0.111571
 83.000000 -1.919818 1.134490
 84.000000 -1.620593 0.849551
 85.000000 -1.961425 0.748817
 86.000000 -1.639723 0.761565
 87.000000 -1.735982 1.237860
 88.000000 -2.152976 0.736094
 89.000000 -1.416594 0.319275
 90.000000 -1.191467 -0.588116
 91.000000 -1.048056 0.389135
 92.000000 -1.419529 0.346566
 93.000000 -1.779783 0.188058
 94.000000 -1.794234 0.787569
 95.000000 -1.678742 0.435028
 96.000000 -2.243887 0.168081
 97.000000 -1.699839 1.104204
 98.000000 -2.019497 0.971419
 99.000000 -2.116745 0.592408
 100.000000 -2.218348 0.586246
 101.000000 -2.033781 0.453828
 102.000000 -1.797772 0.653033
 103.000000 -1.862835 0.488167
 104.000000 -1.026551 0.504072
 105.000000 -1.802716 0.553323
 106.000000 -1.744275 0.990059
 107.000000 -2.218522 0.720719
 108.000000 -1.324451 1.253720
 109.000000 -1.812975 0.547616
 110.000000 -1.975997 0.885847
 111.000000 -1.183105 0.828397
 112.000000 -1.899740 0.620697
 113.000000 -1.924980 0.684746
 114.000000 -1.370141 0.313336
 115.000000 -1.979748 0.843491
 116.000000 -2.074308 0.682934
 117.000000 -2.071748 0.902801
 118.000000 -1.352218 0.755749
 119.000000 -1.971801 0.443780
 120.000000 -2.189964 0.603507
 121.000000 -1.629230 0.603164
 122.000000 -1.569904 0.716530
 123.000000 -1.478460 0.703108
 124.000000 -1.768274 1.168708
 125.000000 -0.831686 0.717522
 126.000000 -1.338059 -0.328577
 127.000000 -1.338458 0.024104
 128.000000 -1.803895 0.617498
 129.000000 -1.900336 0.649261
 130.000000 -1.868530 0.944669
 131.000000 -1.874962 0.594576
 132.000000 -1.968086 0.163251
 133.000000 -1.728102 0.745477
 134.000000 -2.136800 1.032302
 135.000000 -1.975321 0.963560
 136.000000 -2.091221 0.635941
 137.000000 -1.810601 1.077881
 138.000000 -1.998276 0.527072
 139.000000 -1.819053 1.018464
 140.000000 -1.717941 0.422408
 141.000000 -2.162168 0.932610
 142.000000 -2.117980 0.613094
 143.000000 -2.059005 0.923869
 144.000000 -1.877081 1.015777
 145.000000 -1.808312 0.777913
 146.000000 -1.625611 -0.213828
 147.000000 -1.970221 0.857955
 148.000000 -1.936810 0.727979
 149.000000 -1.659979 0.599151
 150.000000 -1.828095 0.618421
 151.000000 -1.660690 1.060556
 152.000000 -1.738638 1.119465
 153.000000 -0.825279 0.494700
 154.000000 -1.912446 0.723530
 155.000000 -1.851317 0.640545
 156.000000 -1.446404 1.361971
 157.000000 -1.581257 0.900936
 158.000000 -1.805418 0.780044
 159.000000 -2.073059 0.497734
 160.000000 -1.931474 0.335680
 161.000000 -1.695778 0.682952
 162.000000 -0.440820 1.632401
 163.000000 -0.959390 1.091937
 164.000000 -1.608345 0.268869
 165.000000 -2.043011 1.038789
 166.000000 -1.634783 0.690665
 167.000000 -2.163299 0.304529
 168.000000 -2.012270 0.873622
 169.000000 -2.338168 0.494708
 170.000000 -0.864298 1.012412
 171.000000 -2.020298 0.709495
 172.000000 -1.942075 0.485295
