#! FIELDS time phi psi theta
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
#! SET min_theta -pi
#! SET max_theta pi
 500.000024 -1.603004 2.851465 -0.363737
 505.000024 -2.341101 2.998790 0.321520
 510.000024 -2.562527 2.694609 0.020368
 515.000024 -2.274127 -2.890440 0.441183
 520.000025 -1.518215 0.119848 0.073044
 525.000025 -1.787360 1.478010 -0.068039
 530.000025 -1.168631 2.367404 -0.235738
 535.000025 -1.958315 2.336189 -0.240972
 540.000026 -2.312387 -3.082988 0.044537
 545.000026 -2.224190 2.688818 -0.224363
 550.000026 -1.498059 1.054749 -0.312017
 555.000026 -2.636452 2.239474 0.128633
 560.000027 -2.295855 3.115026 -0.139547
 565.000027 -1.296635 1.535217 0.025876
 570.000027 -2.846385 2.751740 0.286166
 575.000027 -2.836429 2.781134 0.396291
 580.000028 -2.170438 2.586961 0.016858
 585.000028 -2.547061 2.587097 -0.031777
 590.000028 -2.739972 2.352798 -0.234211
 595.000028 -1.595134 2.554970 -0.170426
 600.000028 -2.774557 -2.213414 0.069744
 605.000029 -1.298155 0.997843 0.212754
 610.000029 -2.482332 1.481823 0.204445
 615.000029 -2.483610 2.535387 0.418165
 620.000029 -1.340604 1.437426 0.053665
 625.000030 -2.169317 2.333665 0.217856
 630.000030 -2.083167 -2.866769 -0.046578
 635.000030 -1.080900 0.479035 0.331268
 640.000030 0.896428 -0.235738 -0.035156
 645.000031 1.162299 -0.928086 -0.116495
 650.000031 1.014090 -0.283767 -0.214982
 655.000031 1.148618 -1.171010 -0.020054
 660.000031 1.282288 -1.337610 -0.037382
 665.000032 0.890736 0.838787 -0.210011
 670.000032 1.107164 -0.953781 -0.264864
 675.000032 0.898826 -0.078627 0.170211
 680.000032 1.015085 -1.142322 0.131607
 685.000033 1.244042 -1.150765 -0.202214
 690.000033 -1.365128 0.023935 0.026814
 695.000033 -2.536515 2.453653 0.063183
 700.000033 -2.484014 2.949253 0.103188
 705.000033 -2.080886 2.953984 -0.277740
 710.000034 -1.301302 0.876791 -0.204254
 715.000034 -1.127818 1.207356 0.133765
 720.000034 -1.296564 1.085506 0.013680
 725.000034 -1.919822 2.633251 0.344924
 730.000035 -1.822423 0.446459 0.218781
 735.000035 -2.097934 2.820339 0.120293
 740.000035 -2.212935 2.537710 0.365792
 745.000035 -1.263717 1.418436 -0.192328
 750.000036 -2.030800 1.355137 0.215910
 755.000036 -1.741849 2.429940 0.037243
 760.000036 -2.054058 2.745424 -0.230635
 765.000036 -2.675319 2.931651 0.029100
 770.000037 -2.000235 0.826041 0.497435
 775.000037 0.868825 -0.445536 0.194359
 780.000037 0.970367 -0.750089 0.112586
 785.000037 1.079965 -0.261209 -0.044789
 790.000038 1.264948 -0.800044 0.376234
 795.000038 1.069061 -0.407913 0.020661
 800.000038 1.069490 -0.480552 0.267766
 805.000038 0.494225 0.740798 -0.232431
 810.000038 -2.231612 -0.686189 0.323099
 815.000039 -1.828375 0.840692 0.449021
 820.000039 -1.219591 0.807306 -0.256645
 825.000039 -1.540587 0.886707 0.366803
 830.000039 -1.874584 1.669468 0.293946
 835.000040 -1.738957 2.577917 -0.159770
 840.000040 -2.488805 2.310970 0.024849
 845.000040 -1.754146 2.688228 -0.167362
 850.000040 -1.880884 -3.113533 -0.208616
 855.000041 -1.349417 0.127118 -0.198580
 860.000041 -1.297661 0.180803 -0.144665
 865.000041 -1.633730 0.551147 0.426455
 870.000041 -1.174747 0.843139 0.059994
 875.000042 -2.845152 2.871343 -0.210821
 880.000042 -1.371822 2.731276 -0.548516
 885.000042 -2.473934 1.942639 -0.188753
 890.000042 -1.686461 0.854934 -0.275034
 895.000043 -2.339239 2.436234 0.132551
 900.000043 -2.273702 2.701813 0.197967
 905.000043 -2.151014 2.425985 -0.496233
 910.000043 -1.080540 1.124281 -0.239231
 915.000043 -2.815117 2.069990 0.553876
 920.000044 -2.854294 2.557381 0.439389
 925.000044 -2.444596 3.090548 0.432256
 930.000044 -1.630892 0.820659 0.042027
 935.000044 -2.011104 2.007465 0.325963
 940.000045 -2.597053 2.671357 0.169603
 945.000045 -1.368199 0.846618 -0.057970
 950.000045 -1.809967 2.730781 0.087896
 955.000045 -1.478234 1.912616 -0.399231
 960.000046 -2.304968 2.731182 -0.187679
 965.000046 -1.664293 0.523549 0.281472
 970.000046 -2.250974 2.608175 0.144932
 975.000046 -2.709111 2.710227 0.229224
 980.000047 -1.018603 1.838540 -0.100389
 985.000047 -2.566933 2.839891 0.238528
 990.000047 -2.987385 -2.947292 0.099783
 995.000047 -2.085921 2.162450 0.050908
 1000.000047 -1.991912 0.452957 0.717119
 1005.000048 -1.895615 1.234263 0.086035
 1010.000048 -1.190298 0.958808 0.080607
 1015.000048 -1.250153 0.682442 0.005145
 1020.000048 -2.574753 2.077581 0.077667
 1025.000049 -2.703739 2.607955 0.278572
 1030.000049 -2.276649 2.769421 0.242910
 1035.000049 -2.139606 0.942798 0.192775
 1040.000049 -2.271543 2.448901 0.158280
 1045.000050 -1.551572 1.630014 0.010819
 1050.000050 -1.459554 1.371393 -0.072271
 1055.000050 -2.824180 3.062932 0.053030
 1060.000050 -1.379845 1.203229 -0.063687
 1065.000051 -1.336807 2.662954 0.128674
 1070.000051 -1.606508 2.602754 -0.503720
 1075.000051 -1.276485 0.326232 -0.017150
 1080.000051 -1.938798 2.471052 -0.163716
 1085.000052 -1.517862 2.208044 -0.030158
 1090.000052 -2.097942 2.268319 -0.250887
 1095.000052 -1.606891 1.525465 0.009536
 1100.000052 -1.629869 1.162981 0.305905
 1105.000052 -1.797654 2.923643 -0.370995
 1110.000053 -2.141677 2.643957 -0.142801
 1115.000053 -1.268078 1.958872 -0.202059
 1120.000053 -1.824835 1.079281 -0.289051
 1125.000053 -2.037721 2.156627 0.061821
 1130.000054 -2.744133 1.712211 0.232165
 1135.000054 -1.907813 0.345168 -0.121914
 1140.000054 -2.145797 -3.041323 -0.004152
 1145.000054 -1.483749 1.133089 0.031505
 1150.000055 -1.735319 2.631837 0.223942
 1155.000055 -1.132680 1.008512 -0.480857
 1160.000055 -2.782294 2.255031 0.120264
 1165.000055 -2.857444 2.628936 0.760204
 1170.000056 -1.566825 -0.262131 0.393392
 1175.000056 -1.811135 0.048578 -0.165311
 1180.000056 -1.352173 1.234406 0.115279
 1185.000056 -2.342982 2.743276 -0.013938
 1190.000057 -1.682269 0.945547 0.288089
 1195.000057 -1.304965 2.201142 0.051752
 1200.000057 -1.293087 1.335742 -0.094667
 1205.000057 -2.584960 2.480425 0.305232
 1210.000057 -2.243040 -3.014541 -0.148287
 1215.000058 -1.204381 0.352621 -0.339306
 1220.000058 -1.551691 1.443042 0.241500
 1225.000058 -1.739349 2.855787 -0.178425
 1230.000058 -1.550921 0.641774 0.346283
 1235.000059 -1.585712 1.486941 0.091816
 1240.000059 -2.809276 2.529975 -0.341901
 1245.000059 -2.418715 2.644296 -0.274323
 1250.000059 -2.843291 2.226224 0.930798
 1255.000060 -1.601484 1.791187 0.082636
 1260.000060 -2.012057 2.404305 0.095130
 1265.000060 -2.683387 2.605746 0.202279
 1270.000060 -1.390060 1.333325 0.244139
 1275.000061 -1.397549 1.425167 0.022392
 1280.000061 -1.373262 0.519079 -0.256762
 1285.000061 -1.848085 1.945311 0.284814
 1290.000061 -2.867506 1.052600 -0.150183
 1295.000062 -1.402528 1.859276 -0.258594
 1300.000062 -2.179600 2.850204 -0.113197
 1305.000062 -2.483865 2.438390 -0.008270
 1310.000062 -1.796726 2.500418 -0.282921
 1315.000062 -1.367026 0.965387 0.167864
 1320.000063 -1.893941 2.889651 -0.127112
 1325.000063 -2.287835 2.675735 0.268214
 1330.000063 -1.398330 1.943694 -0.381351
 1335.000063 -1.402039 0.898962 0.074305
 1340.000064 -1.677205 2.805322 -0.720552
 1345.000064 -1.847475 0.323603 -0.077719
 1350.000064 -2.100696 0.190027 -0.086132
 1355.000064 -2.367880 2.097533 -0.074188
 1360.000065 -2.411859 2.882738 0.013948
 1365.000065 -2.145354 2.585016 0.111215
 1370.000065 -1.136267 0.759434 -0.144695
 1375.000065 -2.532162 2.883171 -0.188496
 1380.000066 -2.027817 2.411809 -0.186949
 1385.000066 -2.640098 2.641751 -0.329132
 1390.000066 -2.015120 -3.104099 0.228112
 1395.000066 -1.704543 0.948616 0.201284
 1400.000066 -1.401159 2.447141 0.074046
 1405.000067 -1.592327 1.410462 0.151749
 1410.000067 -1.193618 0.763081 -0.211109
 1415.000067 -1.401308 1.633605 -0.096693
 1420.000067 -1.895393 1.453685 -0.104834
 1425.000068 -2.292806 -2.553272 -0.418790
 1430.000068 -1.541671 2.979113 -0.364375
 1435.000068 -1.151668 1.023242 -0.206440
 1440.000068 -2.350342 3.000212 -0.284744
 1445.000069 -2.471755 3.014231 0.008717
 1450.000069 -1.576252 2.844725 -0.027615
 1455.000069 -1.106133 3.097897 0.253828
 1460.000069 -1.270761 2.296190 -0.330320
 1465.000070 -1.297411 0.691910 0.138067
 1470.000070 -1.725988 0.644600 0.137173
 1475.000070 -1.738226 0.637564 0.629941
 1480.000070 -1.382940 2.077118 -0.021394
 1485.000071 -1.789226 0.601502 0.451721
 1490.000071 -1.751207 0.980467 0.060656
 1495.000071 -1.773817 1.225667 -0.220197
 1500.000071 -2.668373 2.521131 0.018626
 1505.000071 -1.236032 0.508131 0.330169
 1510.000072 -2.854720 2.768850 0.237270
 1515.000072 -0.886441 2.027053 -0.271245
 1520.000072 -1.360879 2.070045 -0.138608
 1525.000072 -1.792904 1.843207 0.063523
 1530.000073 -2.275285 1.563077 -0.011242
 1535.000073 -2.382307 2.318486 0.220034
 1540.000073 -1.831704 1.536817 -0.055976
 1545.000073 -2.564401 -3.118983 0.122477
 1550.000074 -1.240733 -0.521668 0.273967
 1555.000074 -1.807614 2.223821 -0.117283
 1560.000074 -2.441554 2.824196 0.086279
 1565.000074 -1.359347 1.258078 0.138838
 1570.000075 -1.196922 1.122988 -0.458005
 1575.000075 -1.289191 2.685297 0.006097
 1580.000075 -2.501917 2.881438 -0.155923
 1585.000075 -2.337174 2.931275 -0.265475
 1590.000076 -2.645818 2.776304 0.118587
 1595.000076 -1.357587 0.763102 0.297680
 1600.000076 -1.708570 0.393487 0.276239
 1605.000076 -1.518260 2.173532 -0.113178
 1610.000076 -2.402759 2.973010 -0.075559
 1615.000077 -1.736284 0.594276 0.033273
 1620.000077 -1.717553 2.261100 -0.208710
 1625.000077 -1.636941 2.930668 -0.127476
 1630.000077 -2.380769 2.598892 0.607655
 1635.000078 -1.407137 1.009643 0.216740
 1640.000078 -1.636184 1.796798 -0.111406
 1645.000078 -2.301520 2.158698 -0.179891
 1650.000078 -2.945042 2.717066 -0.266616
 1655.000079 -1.842254 2.870805 -0.352349
 1660.000079 -1.471491 1.699197 -0.399188
 1665.000079 -1.630319 -0.032741 0.495397
 1670.000079 -1.305905 1.294330 0.151429
 1675.000080 -2.799669 -2.262184 0.110287
 1680.000080 -1.573319 2.111214 -0.067775
 1685.000080 -1.408236 0.412512 0.252268
 1690.000080 -2.541000 2.312700 0.264822
 1695.000081 -2.791111 2.697217 -0.290924
 1700.000081 -2.316505 2.656580 -0.009649
 1705.000081 -1.291498 0.926660 0.090084
 1710.000081 -2.183600 2.297250 0.200111
 1715.000081 -1.338041 2.931034 -0.503470
 1720.000082 -2.189865 2.584234 0.085025
 1725.000082 -1.728303 0.906465 0.486901
 1730.000082 -1.439659 1.579631 0.039754
 1735.000082 -2.529099 2.760038 -0.076792
 1740.000083 -2.048792 2.547296 0.036658
 1745.000083 -1.873888 0.292531 -0.002895
 1750.000083 -2.711314 -2.961370 -0.009577
 1755.000083 -2.214624 2.573065 -0.416847
 1760.000084 -1.855806 2.882969 0.069923
 1765.000084 -2.809179 2.799749 0.090591
 1770.000084 -2.732346 2.389647 -0.318776
 1775.000084 -2.049457 0.948171 0.333483
 1780.000085 -1.640924 0.766218 0.216023
 1785.000085 -1.297864 1.277438 -0.167316
 1790.000085 -1.357191 1.027778 -0.298387
 1795.000085 -2.478864 2.656425 0.143143
 1800.000085 -1.626758 2.785890 -0.375876
 1805.000086 -1.264271 1.708664 0.073664
 1810.000086 -2.064734 0.681788 0.202620
 1815.000086 -1.671512 1.135910 -0.121817
 1820.000086 -2.698535 -3.022292 -0.179264
 1825.000087 -1.884306 0.250333 0.140221
 1830.000087 -1.830063 3.004170 0.145336
 1835.000087 -2.400295 2.460602 -0.294514
 1840.000087 -2.912364 2.539573 0.062109
 1845.000088 -1.332046 0.850819 0.230241
 1850.000088 -1.610340 1.022036 0.366749
 1855.000088 -2.082515 1.086366 0.109822
 1860.000088 -1.011764 2.298589 -0.414788
 1865.000089 -1.345252 2.099559 -0.248060
 1870.000089 -2.199550 2.460893 0.560693
 1875.000089 -1.615886 2.545256 0.113121
 1880.000089 -2.641094 2.477245 0.011630
 1885.000090 -2.073641 2.263885 -0.174262
 1890.000090 -2.959530 2.865851 -0.031314
 1895.000090 -1.599323 2.685453 -0.136250
 1900.000090 -1.683206 1.673187 -0.136939
 1905.000090 -1.894673 0.068040 -0.292720
 1910.000091 -1.549326 1.938580 0.069512
 1915.000091 -1.049143 2.009839 -0.274072
 1920.000091 -2.019417 3.084642 -0.510687
 1925.000091 -2.294946 2.857973 -0.341023
 1930.000092 -1.023705 0.942328 -0.382095
 1935.000092 -1.113472 2.653371 -0.391539
 1940.000092 -1.149084 1.439044 -0.308496
 1945.000092 -2.151550 3.055480 -0.352000
 1950.000093 -2.376070 2.059397 0.337055
 1955.000093 -1.628055 2.476449 0.122499
 1960.000093 -2.500601 2.763507 -0.125260
 1965.000093 -2.019733 2.290905 -0.001923
 1970.000094 -1.386564 2.394008 -0.290935
 1975.000094 -2.676208 2.878225 0.338011
 1980.000094 -1.850476 2.139907 -0.257078
 1985.000094 -2.334745 2.126896 0.193046
 1990.000095 -2.512538 2.976948 -0.447869
 1995.000095 -2.570375 3.011703 -0.297952
 2000.000095 -1.675930 2.811000 0.037870
 2005.000095 -2.700301 2.576902 0.065959
 2010.000095 -1.691471 0.906711 0.462414
 2015.000096 -1.433708 1.614438 -0.283973
 2020.000096 -1.615650 1.250813 0.133601
 2025.000096 -2.143064 0.451717 0.016084
 2030.000096 -2.276100 2.489252 0.008059
 2035.000097 -2.514632 2.541850 -0.456876
 2040.000097 -1.849141 1.461545 -0.590385
 2045.000097 -2.723544 2.458331 0.305167
 2050.000097 -0.761762 0.026281 0.139336
 2055.000098 -1.507905 -0.538703 0.093616
 2060.000098 -1.488813 1.824051 0.197129
 2065.000098 -2.663986 2.914006 -0.228080
 2070.000098 -2.585480 1.505154 0.291229
 2075.000099 -2.552015 2.797841 -0.492896
 2080.000099 -2.833715 2.956686 0.207095
 2085.000099 -2.935891 2.340809 0.175739
 2090.000099 -2.511351 1.757530 -0.141642
 2095.000100 -2.578255 2.327471 -0.261452
 2100.000100 -2.087483 -3.119482 -0.173573
 2105.000100 -1.674156 2.054030 -0.109533
 2110.000100 -1.616191 0.879422 0.452067
 2115.000100 -1.069118 0.982260 -0.370437
 2120.000101 -1.466689 2.088171 -0.235205
 2125.000101 -1.309306 1.992425 0.161127
 2130.000101 -2.319063 2.688810 -0.409018
 2135.000101 -2.016440 0.359082 0.074700
 2140.000102 -2.793303 3.084135 0.395773
 2145.000102 -2.003428 2.528571 0.007146
 2150.000102 -1.413982 0.961751 -0.135292
 2155.000102 -2.061769 2.642193 0.106503
 2160.000103 -1.128421 0.564090 0.037315
 2165.000103 -1.635990 0.771072 0.121395
 2170.000103 -2.102782 -2.981396 -0.320473
 2175.000103 -2.651429 2.096960 0.041317
 2180.000104 -1.570114 2.084790 -0.577387
 2185.000104 -2.668282 2.609447 0.046184
 2190.000104 -1.047197 1.620162 -0.314069
 2195.000104 -2.144656 2.632698 -0.209203
 2200.000104 -2.271563 2.632144 0.466208
 2205.000105 -1.174332 2.090390 -0.021777
 2210.000105 -2.933487 2.525989 0.636394
 2215.000105 -2.117227 0.782306 0.255607
 2220.000105 -1.365259 0.849190 0.168604
 2225.000106 -1.912322 2.899673 -0.477524
 2230.000106 -2.099799 2.882537 0.142734
 2235.000106 -2.268224 2.903696 -0.258247
 2240.000106 -1.507792 2.058714 -0.101841
 2245.000107 -2.080879 2.410289 0.135595
 2250.000107 -2.150186 1.038462 -0.266582
 2255.000107 -1.395468 1.214320 0.185354
 2260.000107 -1.151160 1.366812 -0.272943
 2265.000108 -1.317295 0.605982 -0.200312
 2270.000108 -1.971493 -3.100514 -0.176718
 2275.000108 -2.867139 2.824157 -0.120898
 2280.000108 -2.307422 2.601281 0.141540
 2285.000109 -1.163680 0.489492 -0.075561
 2290.000109 -1.727360 1.690912 0.056563
 2295.000109 -2.210324 2.827436 0.101174
 2300.000109 -1.721153 1.967272 0.165496
 2305.000109 -2.508302 2.050595 0.044105
 2310.000110 -2.229228 2.881703 0.136237
 2315.000110 -1.573270 1.277123 0.407881
 2320.000110 -1.548213 0.798813 0.055989
 2325.000110 -2.147155 2.222673 0.225729
 2330.000111 -1.634352 1.368221 0.217329
 2335.000111 -2.164430 2.786868 0.226078
 2340.000111 -1.978763 0.068076 0.205392
 2345.000111 -2.127537 1.777052 0.065023
 2350.000112 -2.400729 2.555489 0.008923
 2355.000112 -2.670812 2.459434 0.023267
 2360.000112 -2.755852 2.277812 -0.021231
 2365.000112 -1.630263 2.100651 -0.205216
 2370.000113 -1.491812 0.806600 0.018413
 2375.000113 -2.555356 2.783455 -0.396125
 2380.000113 -1.997198 -3.105144 -0.007570
 2385.000113 -1.520746 3.064337 -0.168455
 2390.000114 -1.272077 -0.402612 0.497160
 2395.000114 -1.388962 0.282554 -0.379876
 2400.000114 -1.143619 0.842365 0.395903
 2405.000114 -2.621648 2.431259 -0.274469
 2410.000114 -0.954349 0.378276 -0.492994
 2415.000115 -2.309860 0.737921 0.082434
 2420.000115 -0.791067 1.049084 -0.677431
 2425.000115 -1.015808 0.115150 -0.058046
 2430.000115 -2.314823 2.691044 0.094644
 2435.000116 -1.162860 2.358077 -0.108913
 2440.000116 -2.127283 3.070439 -0.191411
 2445.000116 -1.648547 0.133293 0.004023
 2450.000116 -1.549286 2.541233 -0.103939
 2455.000117 -1.500218 1.295243 -0.103584
 2460.000117 -2.534538 2.656949 -0.178021
 2465.000117 -1.272139 2.553059 -0.422410
 2470.000117 -1.466772 2.117234 -0.340182
 2475.000118 -1.553769 2.391186 -0.141865
 2480.000118 -2.927066 2.681127 0.050951
 2485.000118 -2.658999 2.632316 0.091141
 2490.000118 -1.557486 2.759923 0.176680
 2495.000119 -2.104908 2.938053 -0.552380
 2500.000119 -1.092890 1.146419 -0.401756
 2505.000119 -2.279001 2.848799 -0.165466
 2510.000119 -2.198623 0.028081 0.171308
 2515.000119 -1.447170 1.443521 0.014555
 2520.000120 -1.857995 2.728911 0.054059
 2525.000120 -1.787530 2.646638 -0.026890
 2530.000120 -0.950883 1.421237 -0.143082
 2535.000120 -2.872575 2.696952 -0.032921
 2540.000121 -2.065472 1.348792 0.097177
 2545.000121 -1.303508 0.377191 0.641452
 2550.000121 -1.578270 2.064165 -0.052079
 2555.000121 -2.327229 -2.910151 -0.108519
 2560.000122 -2.530989 1.846416 0.217811
 2565.000122 -2.480245 2.354609 0.078757
 2570.000122 -1.072422 2.627799 -0.130473
 2575.000122 -1.622238 1.041970 -0.000679
 2580.000123 -2.665220 2.392227 -0.148604
 2585.000123 -1.228086 1.059940 -0.042966
 2590.000123 -1.371756 2.288017 0.033891
 2595.000123 -2.765391 0.652054 0.352661
 2600.000123 -1.468967 1.778234 -0.295815
 2605.000124 -1.139203 1.240496 -0.124223
 2610.000124 -2.896644 -3.016877 -0.152500
 2615.000124 -1.114821 2.540277 0.051412
 2620.000124 -2.615257 2.655706 0.156056
 2625.000125 -1.518832 1.217789 0.294708
 2630.000125 -1.766467 -0.075430 0.043656
 2635.000125 -1.825062 0.386917 0.291471
 2640.000125 -1.122007 1.203587 -0.018490
 2645.000126 -1.795905 0.961672 0.273494
 2650.000126 -2.888908 2.652259 0.261019
 2655.000126 -1.508021 2.465317 0.073307
 2660.000126 -1.508714 1.027520 -0.082872
 2665.000127 -1.205704 0.474472 0.242928
 2670.000127 -1.698712 1.307591 0.380757
 2675.000127 -1.181026 2.085621 -0.172600
 2680.000127 -2.453802 2.814549 0.126116
 2685.000128 -2.187596 1.877901 0.011340
 2690.000128 -2.759169 2.055883 0.135515
 2695.000128 -1.550910 0.599567 0.248498
 2700.000128 -1.814340 0.805666 0.130977
 2705.000128 -2.116193 2.230116 -0.268957
 2710.000129 -0.856583 2.732228 -0.396079
 2715.000129 -1.369571 1.109923 -0.032681
 2720.000129 -2.561177 3.099332 -0.310291
 2725.000129 -1.702939 2.534971 -0.196737
 2730.000130 -1.003957 1.179912 -0.144000
 2735.000130 -1.146895 0.616702 -0.292260
 2740.000130 -2.749691 1.002830 0.617970
 2745.000130 -2.291901 2.452375 -0.506694
 2750.000131 -1.756057 1.520618 -0.150770
 2755.000131 -1.284109 1.817872 0.495727
 2760.000131 -2.953919 2.295411 -0.117179
 2765.000131 -2.231225 2.405411 -0.147000
 2770.000132 -2.671661 2.785425 0.327741
 2775.000132 -1.333891 0.765018 0.115627
 2780.000132 -1.412581 2.040669 -0.298455
 2785.000132 -1.509955 0.896844 0.233338
 2790.000133 -1.430612 1.260467 0.108169
 2795.000133 -0.981981 -0.207586 0.233747
 2800.000133 -1.101188 0.567838 -0.211336
 2805.000133 -1.455106 1.023502 0.191206
 2810.000133 -1.291945 -0.211076 0.080824
 2815.000134 -1.065694 1.783282 -0.416305
 2820.000134 -1.404233 1.568674 0.046131
 2825.000134 -1.342445 0.820207 0.122018
 2830.000134 -1.380304 1.164927 -0.038329
 2835.000135 -1.314864 1.348315 0.115380
 2840.000135 -1.473294 2.076311 -0.062587
 2845.000135 -1.376403 0.869282 -0.018622
 2850.000135 -2.436300 2.651726 -0.168851
 2855.000136 -1.360154 0.549362 -0.267425
 2860.000136 -1.130686 1.158635 -0.055443
 2865.000136 -1.724651 2.595670 0.070637
 2870.000136 -1.190306 1.666078 -0.048342
 2875.000137 -1.271636 0.064153 0.521346
 2880.000137 -1.436605 1.748828 0.391024
 2885.000137 -1.595098 0.106339 0.308546
 2890.000137 -1.524099 0.957786 0.266404
 2895.000138 -2.258224 2.350064 0.020451
 2900.000138 -2.491042 2.777494 0.140004
 2905.000138 -2.019890 0.820080 -0.171763
 2910.000138 -2.600440 1.930611 -0.317616
 2915.000138 -1.654075 1.708199 -0.304601
 2920.000139 -2.237599 0.035982 0.221452
 2925.000139 -1.845754 2.117594 -0.028158
 2930.000139 -1.623247 1.515623 -0.034933
 2935.000139 -2.287437 2.817816 -0.015315
 2940.000140 -1.254588 2.443513 -0.201313
 2945.000140 -1.464770 1.032426 0.026664
 2950.000140 -1.306174 -0.436159 -0.125391
 2955.000140 -1.630107 0.920149 -0.004129
 2960.000141 -1.389167 1.439627 0.059677
 2965.000141 -2.741214 3.069377 -0.289281
 2970.000141 -1.917259 1.187009 0.141009
