#! FIELDS time phi psi theta
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
#! SET min_theta -pi
#! SET max_theta pi
 1460.000069 -2.782886 2.143792 -0.216985
 1465.000070 -2.485411 2.552412 0.312936
 1470.000070 -1.424134 -0.396656 0.606039
 1475.000070 -2.308132 -0.540658 -0.006051
 1480.000070 -3.094849 -2.954153 0.000365
 1485.000071 -1.429975 1.306732 -0.045873
 1490.000071 -2.195940 0.476835 -0.073971
 1495.000071 -1.883225 1.947156 -0.317555
 1500.000071 -1.611664 1.870469 -0.377891
 1505.000071 -1.080699 -0.024384 0.840360
 1510.000072 -2.112055 0.717608 0.071184
 1515.000072 -2.491886 1.235974 0.357897
 1520.000072 -1.774125 2.582425 0.088151
 1525.000072 -1.374101 2.518276 -0.049021
 1530.000073 -2.698779 2.619289 -0.060614
 1535.000073 -2.367271 2.589936 0.469420
 1540.000073 -1.288672 2.025864 -0.612196
 1545.000073 -1.340461 1.238709 -0.026790
 1550.000074 -2.054402 2.286715 -0.068316
 1555.000074 -2.051159 2.286843 0.283568
 1560.000074 -2.408228 2.012402 0.115470
 1565.000074 -1.664133 0.717584 0.485602
 1570.000075 -2.021488 0.776197 0.360953
 1575.000075 -1.702426 2.907594 -0.284017
 1580.000075 -1.929766 2.903586 -0.253132
 1585.000075 -1.769653 1.269795 -0.141721
 1590.000076 -1.817719 0.235257 0.020334
 1595.000076 -2.358311 3.017019 -0.545380
 1600.000076 -1.625422 0.833946 0.496138
 1605.000076 -1.557933 2.689718 0.224299
 1610.000076 -2.617804 2.005922 -0.019084
 1615.000077 -1.605270 1.756812 -0.114675
 1620.000077 -1.952557 2.194480 -0.441688
 1625.000077 -1.756263 1.796502 0.248908
 1630.000077 -1.675229 1.173278 -0.134021
 1635.000078 -2.843323 3.114561 -0.009425
 1640.000078 -1.371945 0.911424 -0.101278
 1645.000078 -2.650741 2.339403 0.092136
 1650.000078 -2.204352 2.364223 -0.275243
 1655.000079 -1.574003 0.727873 -0.150550
 1660.000079 -1.840923 -2.969293 0.107770
 1665.000079 -2.592193 2.936526 0.022069
 1670.000079 -1.246869 1.010410 -0.129422
 1675.000080 -1.482245 -0.162206 -0.047556
 1680.000080 -2.451034 1.934477 0.349034
 1685.000080 -1.253832 0.377776 -0.081689
 1690.000080 -1.297834 2.360003 -0.123533
 1695.000081 -1.510605 0.507105 0.352282
 1700.000081 -1.043378 -0.385124 -0.425720
 1705.000081 -2.523756 -2.987314 -0.053774
 1710.000081 -2.506095 2.695379 0.630088
 1715.000081 -2.407603 0.554297 -0.009375
 1720.000082 -2.400877 -2.670482 -0.296414
 1725.000082 -1.903693 1.480875 -0.095576
 1730.000082 -1.561901 1.060479 -0.338630
 1735.000082 -1.928593 2.496707 -0.563201
 1740.000083 -1.370314 2.529490 0.181894
 1745.000083 -1.749345 2.725463 -0.140842
 1750.000083 -1.248289 0.291309 0.379096
 1755.000083 -0.860515 -0.661773 -0.525127
 1760.000084 -1.325771 2.078399 -0.220142
 1765.000084 -1.881264 2.388970 -0.188408
 1770.000084 -2.270587 2.064880 -0.051007
 1775.000084 -2.462188 2.441441 -0.027866
 1780.000085 -2.733256 -2.991183 -0.241230
 1785.000085 -1.683892 -0.440773 -0.323048
 1790.000085 -2.853836 2.097908 -0.041397
 1795.000085 -2.453955 2.668846 -0.083782
 1800.000085 -2.625255 2.944771 -0.066715
 1805.000086 -2.508505 2.702233 0.346439
 1810.000086 -1.646988 2.042043 -0.027725
 1815.000086 -2.492353 1.264742 0.142253
 1820.000086 0.900811 -0.859331 0.126715
 1825.000087 1.039171 -0.859146 0.301504
 1830.000087 0.760723 0.509329 -0.114970
 1835.000087 1.348801 -1.067925 -0.319732
 1840.000087 1.310750 -0.889918 0.043477
 1845.000088 -1.636735 -0.121506 -0.249999
 1850.000088 -2.232458 2.000854 -0.341514
 1855.000088 -2.662357 2.348474 0.150327
 1860.000088 -1.699026 2.918650 -0.473570
 1865.000089 -2.334661 -3.101708 -0.147782
 1870.000089 -2.280489 2.356627 -0.183246
 1875.000089 -1.805395 1.440705 -0.167682
 1880.000089 -2.310630 0.289769 0.330764
 1885.000090 -2.924922 2.739323 -0.123460
 1890.000090 -1.469944 1.225065 -0.028661
 1895.000090 -2.089053 2.484026 0.253534
 1900.000090 -1.599903 2.154894 0.312945
 1905.000090 -1.207866 2.403563 0.049060
 1910.000091 -1.865575 1.762645 0.200570
 1915.000091 -2.066891 2.988160 -0.140921
 1920.000091 -1.219127 2.349404 -0.065521
 1925.000091 -1.599318 0.485924 -0.063409
 1930.000092 -1.109599 0.844048 0.059684
 1935.000092 -2.862423 2.798265 -0.000968
 1940.000092 -2.388564 2.632457 0.108454
 1945.000092 -1.387032 2.460853 -0.212647
 1950.000093 -1.862439 1.046650 0.171973
 1955.000093 -1.547196 1.738918 -0.077332
 1960.000093 -2.591185 2.250184 0.029637
 1965.000093 -0.800759 2.451214 -0.065478
 1970.000094 -1.457808 1.911544 -0.061525
 1975.000094 -1.965771 1.729719 0.207302
 1980.000094 -0.881274 2.012676 -0.032301
 1985.000094 -2.868949 2.717669 -0.519532
 1990.000095 -1.956819 2.628236 0.376788
 1995.000095 -2.432041 0.725452 0.469403
 2000.000095 -1.735048 0.403723 0.475510
 2005.000095 -2.055291 2.492176 -0.247301
 2010.000095 -1.913566 1.810334 -0.247577
 2015.000096 -1.927832 0.409137 0.584365
 2020.000096 -2.161630 0.893669 0.079715
 2025.000096 -2.742867 -2.536178 0.099721
 2030.000096 -2.315698 1.132768 0.095830
 2035.000097 -1.335489 0.637979 0.476635
 2040.000097 -1.507332 0.981444 0.297714
 2045.000097 -1.644514 -0.031121 -0.020138
 2050.000097 -1.970014 2.773895 0.361204
 2055.000098 -1.558893 0.873236 0.281721
 2060.000098 -1.404557 0.568777 0.265575
 2065.000098 -1.742873 2.659488 -0.198932
 2070.000098 -0.952376 0.518812 -0.337807
 2075.000099 -1.735700 2.519211 0.321833
 2080.000099 -1.339043 -0.126470 0.180520
 2085.000099 -1.130194 0.283589 -0.125649
 2090.000099 -2.834040 2.668929 -0.087297
 2095.000100 0.680715 0.678703 0.477878
 2100.000100 -2.567798 -2.822124 -0.311159
 2105.000100 -2.570166 -3.028968 0.250836
 2110.000100 -1.340609 2.125162 -0.110058
 2115.000100 -2.313849 2.163060 -0.478622
 2120.000101 -1.076682 1.022558 -0.033294
 2125.000101 -1.461254 1.641051 -0.199291
 2130.000101 -1.832678 0.518799 0.061691
 2135.000101 -1.565346 0.950701 0.632109
 2140.000102 -1.208009 1.703719 -0.060282
 2145.000102 -2.717298 2.778831 0.183483
 2150.000102 -2.930904 2.388677 0.245933
 2155.000102 -1.884489 2.175841 -0.288562
 2160.000103 -2.275187 2.696611 -0.262251
 2165.000103 -1.437455 1.238484 0.361157
 2170.000103 -1.292708 2.011151 -0.388647
 2175.000103 -2.095448 2.604375 -0.328261
 2180.000104 -1.501273 1.044221 -0.194203
 2185.000104 -2.328512 -2.957202 -0.170881
 2190.000104 -1.974496 2.185745 -0.260730
 2195.000104 -1.994895 0.787647 0.262722
 2200.000104 -2.663183 2.562724 -0.114890
 2205.000105 -1.809077 1.250421 0.101809
 2210.000105 -2.206473 2.548262 0.428342
 2215.000105 -1.309171 0.661970 0.360446
 2220.000105 -2.487893 -3.089216 -0.105052
 2225.000106 -2.637130 2.692529 0.414194
 2230.000106 -2.285798 2.527497 -0.054405
 2235.000106 -0.359671 -0.360517 -0.096223
 2240.000106 -0.547242 0.167529 -0.440900
 2245.000107 -2.467425 -2.837055 -0.291242
 2250.000107 -2.587945 2.800874 -0.095041
 2255.000107 -2.455337 2.758902 -0.071630
 2260.000107 -2.197725 2.678109 -0.110700
 2265.000108 -1.130429 1.143442 -0.293952
 2270.000108 -2.620560 -2.820899 -0.087946
 2275.000108 -1.046136 1.462645 -0.240687
 2280.000108 -1.919391 0.150881 0.665243
 2285.000109 -1.374455 1.521892 -0.127260
 2290.000109 -1.780362 2.721440 -0.319048
 2295.000109 -1.989765 0.153243 0.979868
 2300.000109 -1.473444 0.538836 0.955740
 2305.000109 -1.216879 0.270963 0.347752
 2310.000110 -2.324968 2.756547 -0.283038
 2315.000110 -2.455608 2.618239 0.439456
 2320.000110 -2.385693 2.585632 0.152533
 2325.000110 -1.303286 0.968195 -0.485267
 2330.000111 -1.234651 0.297298 -0.044507
 2335.000111 -1.703555 2.143086 0.061230
 2340.000111 -2.578101 2.482821 -0.281850
 2345.000111 -1.601621 0.856581 0.058467
 2350.000112 -2.284110 2.861464 0.411843
 2355.000112 -1.862339 2.595706 -0.167253
 2360.000112 -2.162093 2.819332 -0.400807
 2365.000112 -1.156074 2.159571 -0.429749
 2370.000113 -1.039826 2.277347 -0.585347
 2375.000113 -1.301874 -0.038471 0.054622
 2380.000113 -3.074334 2.173202 0.040941
 2385.000113 -1.820818 0.367439 0.167271
 2390.000114 -2.339547 0.724376 -0.323255
 2395.000114 -2.914423 2.898463 0.049622
 2400.000114 -1.752322 0.413256 -0.094641
 2405.000114 -1.126328 0.036873 0.250726
 2410.000114 -1.287598 0.891361 0.315940
 2415.000115 -2.400206 2.312217 -0.237040
 2420.000115 -2.610932 2.164866 0.277006
 2425.000115 -2.201226 2.594729 0.295017
 2430.000115 -1.454075 -0.180800 0.357385
 2435.000116 -2.681716 -3.096169 0.261753
 2440.000116 -2.680481 2.799446 0.309852
 2445.000116 -1.013292 -0.308660 0.324532
 2450.000116 -2.832859 2.616035 -0.306220
 2455.000117 -1.330411 0.587152 -0.362537
 2460.000117 -2.629022 2.804721 -0.020181
 2465.000117 -1.872141 2.823963 0.207367
 2470.000117 -1.416409 0.309823 0.184882
 2475.000118 -2.685369 2.510115 0.120149
 2480.000118 -2.688105 2.598802 0.285267
 2485.000118 -0.852347 2.640608 -0.110485
 2490.000118 -1.923311 0.383367 0.029908
 2495.000119 -1.586974 2.177359 -0.115261
 2500.000119 -1.497538 2.086725 -0.015207
 2505.000119 -1.630403 0.903151 -0.029471
 2510.000119 -2.527949 2.958509 -0.271471
 2515.000119 -1.887384 1.499566 0.342218
 2520.000120 -0.700611 1.943101 -0.200175
 2525.000120 -1.741177 -2.964923 0.075540
 2530.000120 -2.244199 2.946240 -0.039086
 2535.000120 -3.043088 -3.051690 -0.174254
 2540.000121 -2.138457 1.419335 0.200494
 2545.000121 -1.075032 -0.372333 -0.268526
 2550.000121 -2.111588 2.382212 0.221152
 2555.000121 -2.524232 2.015891 0.207075
 2560.000122 -2.077512 2.761329 0.329527
 2565.000122 -1.140645 0.625768 0.206170
 2570.000122 -1.074235 2.786961 0.085255
 2575.000122 -1.641671 2.492146 -0.060665
 2580.000123 -1.619380 -0.102774 0.415411
 2585.000123 -0.965052 2.263847 0.004893
 2590.000123 2.859107 2.080709 0.348348
 2595.000123 -1.838380 2.678187 -0.313122
 2600.000123 -1.636523 2.343866 -0.123260
 2605.000124 -3.006336 2.368437 0.102210
 2610.000124 -2.772720 2.338723 -0.115963
 2615.000124 -1.568133 1.105464 0.091789
 2620.000124 -2.519214 2.124721 -0.128433
 2625.000125 -2.341957 -3.139875 -0.423459
 2630.000125 -1.362157 2.614390 -0.309132
 2635.000125 -1.604648 2.794794 -0.001593
 2640.000125 -1.719347 0.402393 0.024311
 2645.000126 -2.820192 2.328758 0.252721
 2650.000126 -2.147755 2.823234 -0.371168
 2655.000126 -1.661860 2.805069 -0.193713
 2660.000126 1.347067 -1.057526 -0.405892
 2665.000127 -1.881547 1.251755 0.081083
 2670.000127 -0.466782 -0.555537 -0.309485
 2675.000127 -1.469395 -0.794979 0.028930
 2680.000127 -2.642674 2.823815 0.013694
 2685.000128 -2.713664 2.666119 -0.093337
 2690.000128 -1.368114 -3.138983 -0.499408
 2695.000128 -1.934688 1.493809 0.445306
 2700.000128 -2.573393 -0.018399 0.368634
 2705.000128 -2.587999 2.366670 0.048427
 2710.000129 -2.046282 2.468715 -0.119049
 2715.000129 1.400603 -0.692330 -0.192846
 2720.000129 1.198678 -0.390968 -0.502901
 2725.000129 0.863987 -0.031832 -0.146958
 2730.000130 -1.243010 1.552368 -0.132837
 2735.000130 -1.274064 2.380922 -0.422989
 2740.000130 -1.062738 2.291001 0.012432
 2745.000130 -1.538932 1.509526 -0.034488
 2750.000131 1.164044 -1.525497 0.378564
 2755.000131 1.062037 -1.888016 -0.227337
 2760.000131 1.271695 -0.433155 -0.332967
 2765.000131 0.839146 -0.435905 0.360254
 2770.000132 1.024013 -1.104210 -0.326656
 2775.000132 1.183745 -0.932369 -0.326336
 2780.000132 1.254695 -0.790797 0.063827
 2785.000132 -1.927535 2.062002 0.239009
 2790.000133 -2.313524 2.699728 0.255895
 2795.000133 -2.577413 2.984261 -0.341288
 2800.000133 -1.444737 1.193074 -0.047623
 2805.000133 -1.387015 -0.169027 0.217291
 2810.000133 -1.604833 1.041202 -0.153411
 2815.000134 -1.592808 0.032468 -0.030932
 2820.000134 -1.736339 1.357067 0.327440
 2825.000134 -1.417987 1.636120 0.066585
 2830.000134 -2.324790 0.805471 0.369784
 2835.000135 -1.996247 0.875616 -0.157300
 2840.000135 -1.389022 1.170445 0.167087
 2845.000135 -2.028990 3.044923 0.026476
 2850.000135 -1.647254 0.824514 -0.245931
 2855.000136 -1.637550 2.399031 0.198225
 2860.000136 -1.404489 1.078708 -0.126705
 2865.000136 -2.414217 2.677713 -0.387950
 2870.000136 -2.560385 2.872971 0.154170
 2875.000137 -2.083423 2.359585 0.395923
 2880.000137 -2.233153 2.163695 0.397751
 2885.000137 -3.099443 3.017439 0.120235
 2890.000137 -1.382879 1.108686 0.008896
 2895.000138 -2.176451 2.746839 -0.226468
 2900.000138 -1.519375 0.613784 0.775415
 2905.000138 -1.094570 1.820824 -0.360035
 2910.000138 -0.972114 -0.514953 -0.365496
 2915.000138 -1.105256 1.347721 -0.247002
 2920.000139 -2.967029 2.924726 0.152779
 2925.000139 -2.461334 2.637487 0.001085
 2930.000139 -2.041318 2.866155 -0.174682
 2935.000139 -1.867296 1.834480 -0.206108
 2940.000140 -1.335123 0.641591 0.285892
 2945.000140 -1.820741 1.731725 0.223139
 2950.000140 -0.927886 0.069559 -0.289245
 2955.000140 -1.982314 -0.530467 -0.057775
 2960.000141 -1.262816 1.005991 0.469026
