#! FIELDS time phi psi theta
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
#! SET min_theta -pi
#! SET max_theta pi
 460.000022 -1.577549 1.336563 -0.057646
 465.000022 -2.102406 2.041771 -0.028201
 470.000022 -1.343705 0.373988 0.124055
 475.000023 -2.412362 2.309280 -0.152820
 480.000023 -1.172771 1.759142 -0.143776
 485.000023 -2.083949 2.923219 -0.355555
 490.000023 -2.621763 2.403286 0.067257
 495.000024 -2.449940 2.354979 0.047847
 500.000024 -2.115163 2.303403 -0.165756
 505.000024 -1.016645 0.167288 -0.243646
 510.000024 -1.266574 2.124354 -0.099774
 515.000024 -2.519673 -3.009324 0.141123
 520.000025 -1.450923 0.838695 0.266590
 525.000025 -1.730549 0.825131 0.188764
 530.000025 -1.495982 1.075217 0.148101
 535.000025 -1.385060 0.545514 -0.063011
 540.000026 -2.572526 2.397984 -0.575846
 545.000026 -1.573873 0.509285 0.234134
 550.000026 -2.789852 2.781981 0.168280
 555.000026 -2.797834 2.979870 -0.153071
 560.000027 -1.355727 2.971635 -0.051371
 565.000027 -1.864754 0.971366 0.526761
 570.000027 -2.455694 3.103815 -0.039191
 575.000027 -1.119157 2.754539 -0.186411
 580.000028 -2.427501 3.065616 -0.061056
 585.000028 -1.606043 0.007607 0.188998
 590.000028 -2.650691 2.245241 -0.056794
 595.000028 -1.517668 -0.010354 -0.114260
 600.000028 3.079275 2.954880 0.071933
 605.000029 -2.469703 1.947050 -0.260475
 610.000029 -2.898914 2.911326 0.063828
 615.000029 -1.507824 0.342294 0.291973
 620.000029 -1.875631 2.849465 -0.330457
 625.000030 -1.211924 0.665295 0.015254
 630.000030 -2.143803 2.694110 -0.176230
 635.000030 -1.124832 0.570814 0.099248
 640.000030 -0.996958 1.301568 -0.152354
 645.000031 -1.586715 1.099213 0.120637
 650.000031 -1.341479 1.500965 -0.055384
 655.000031 -1.467568 2.282393 0.146006
 660.000031 -2.596199 2.358044 0.223678
 665.000032 -1.483784 0.976831 -0.079541
 670.000032 -1.549747 0.855738 0.064758
 675.000032 -1.504711 1.364500 0.059088
 680.000032 -1.565490 0.328916 0.107678
 685.000033 -1.560107 1.646549 0.288488
 690.000033 -1.386440 1.520738 -0.160223
 695.000033 -2.139976 2.733402 -0.117645
 700.000033 -2.626424 2.690401 0.302053
 705.000033 -2.493501 2.727374 -0.122675
 710.000034 -1.499200 1.634283 -0.027088
 715.000034 -1.872392 2.122299 0.069955
 720.000034 -1.945884 2.571107 -0.370839
 725.000034 -2.010904 2.346900 0.141478
 730.000035 -2.629105 2.530988 -0.035092
 735.000035 -1.433073 1.401899 -0.089772
 740.000035 -1.377279 0.492624 0.026306
 745.000035 -1.556965 1.358603 -0.093183
 750.000036 -1.788022 2.835845 -0.062559
 755.000036 -1.855525 0.649561 0.247884
 760.000036 -1.323072 2.294782 -0.143014
 765.000036 -1.401118 2.271603 -0.120902
 770.000037 -1.335394 1.436262 0.157119
 775.000037 -1.745548 2.168644 0.267388
 780.000037 -1.447032 1.688059 -0.013456
 785.000037 -1.566522 1.061083 -0.068289
 790.000038 -1.255999 0.404185 -0.278434
 795.000038 -1.421027 0.652098 0.039615
 800.000038 -2.636663 3.083410 0.106062
 805.000038 -1.879042 2.182227 0.005584
 810.000038 -1.424525 0.647927 0.110619
 815.000039 -1.357508 0.894277 0.222191
 820.000039 -1.506662 2.261608 0.195279
 825.000039 -2.539319 2.344225 0.092528
 830.000039 -2.142512 -3.120886 -0.231646
 835.000040 -2.466268 2.784554 -0.003962
 840.000040 -2.698575 2.536789 0.098476
 845.000040 -1.426363 1.640770 -0.182513
 850.000040 -1.384073 0.455342 0.174208
 855.000041 -1.671405 0.815109 0.242075
 860.000041 -1.448126 1.182922 0.088131
 865.000041 -1.457948 1.168942 -0.199502
 870.000041 -1.190673 0.244471 0.346757
 875.000042 -2.707534 2.861738 0.052267
 880.000042 -1.229526 1.101457 0.089861
 885.000042 -0.817177 1.447643 -0.370548
 890.000042 -2.575368 2.608034 -0.134547
 895.000043 -0.993190 2.336265 -0.423418
 900.000043 -1.522070 1.632807 0.255606
 905.000043 -2.522406 2.747533 -0.283625
 910.000043 -2.689062 2.881878 0.136807
 915.000043 -1.668752 1.741593 -0.142408
 920.000044 -1.751572 1.058615 0.358027
 925.000044 -1.493376 0.580202 0.252268
 930.000044 -2.461830 -2.925102 -0.233635
 935.000044 -1.737631 1.572155 0.215970
 940.000045 -1.628501 0.614774 0.585783
 945.000045 -1.673876 0.986062 0.216461
 950.000045 -1.077708 0.613141 -0.262409
 955.000045 -1.525521 0.502807 0.172212
 960.000046 -1.255596 0.634050 -0.030637
 965.000046 -1.379778 1.302826 0.134519
 970.000046 -1.410598 2.250951 -0.310839
 975.000046 -1.820097 2.510875 -0.004361
 980.000047 -2.120761 2.854796 0.057011
 985.000047 -1.992860 2.539624 -0.089302
 990.000047 -1.778992 1.073890 -0.190995
 995.000047 -2.725683 2.774897 -0.160576
 1000.000047 -1.291822 1.130580 0.256200
 1005.000048 -1.199709 0.660386 0.071674
 1010.000048 -2.297801 -2.925545 0.250379
 1015.000048 -1.386014 1.533064 -0.132496
 1020.000048 -1.896828 1.681920 -0.166427
 1025.000049 -1.272573 1.602043 -0.091015
 1030.000049 -1.544031 1.193458 0.022717
 1035.000049 -1.211544 1.913213 -0.213762
 1040.000049 -2.428108 2.807943 -0.019417
 1045.000050 -2.073201 2.112142 0.047210
 1050.000050 -1.975276 2.898693 -0.113988
 1055.000050 -2.824234 2.775183 0.179339
 1060.000050 -2.117765 2.935721 -0.350753
 1065.000051 -1.480005 0.424673 0.065804
 1070.000051 -1.286641 0.826704 -0.129183
 1075.000051 -1.330657 0.952958 0.055456
 1080.000051 -1.376115 0.860876 0.323867
 1085.000052 -1.570494 0.935867 0.076359
 1090.000052 -1.295128 2.042221 -0.138042
 1095.000052 -2.549342 2.520727 0.010545
 1100.000052 -2.709771 2.639278 0.285974
 1105.000052 -2.448056 2.630652 0.070017
 1110.000053 -2.495543 2.246731 0.371464
 1115.000053 -1.955354 2.169225 -0.021924
 1120.000053 -2.518913 2.700607 0.233501
 1125.000053 -2.468555 2.336522 0.292501
 1130.000054 -1.523795 0.878923 0.517261
 1135.000054 -2.621640 2.763308 -0.020502
 1140.000054 -1.405001 1.294340 0.011566
 1145.000054 -2.509711 1.955754 -0.021736
 1150.000055 -1.069931 2.339154 -0.259105
 1155.000055 -2.126798 1.560493 -0.098688
 1160.000055 -2.376455 2.952723 -0.168487
 1165.000055 -2.516274 -3.099638 0.048634
 1170.000056 -2.295549 2.856690 -0.111787
 1175.000056 -1.122792 -0.172264 0.274937
 1180.000056 -1.271242 0.657883 0.318824
 1185.000056 -1.865459 2.590981 -0.072914
 1190.000057 -2.438026 2.530880 -0.335532
 1195.000057 -1.965445 1.974983 -0.099694
 1200.000057 -2.258956 2.637534 -0.070119
 1205.000057 -2.533154 2.323566 0.066561
 1210.000057 -2.290881 2.804648 0.227595
 1215.000058 -2.361317 2.986043 -0.334449
 1220.000058 -1.588035 1.303818 -0.138064
 1225.000058 -1.364456 0.495895 0.241980
 1230.000058 -2.201834 2.753767 0.081489
 1235.000059 -1.196451 1.501128 -0.424877
 1240.000059 -1.402912 2.273941 -0.151853
 1245.000059 -1.424261 0.930334 0.066027
 1250.000059 -1.243987 0.710281 -0.008278
 1255.000060 -1.678231 0.896835 0.228013
 1260.000060 -1.473766 1.214861 0.117867
 1265.000060 -1.841123 2.610805 0.018007
 1270.000060 -1.976751 2.318201 0.029370
 1275.000061 -1.227832 1.169360 -0.291665
 1280.000061 -1.403235 0.707503 -0.010420
 1285.000061 -2.163426 2.041840 -0.077761
 1290.000061 -1.373941 1.463860 0.035002
 1295.000062 -1.469221 0.380987 0.122955
 1300.000062 -1.476087 0.434862 0.120049
 1305.000062 -2.538220 2.603796 -0.116957
 1310.000062 -1.366060 2.275401 -0.027302
 1315.000062 -1.799310 2.627447 -0.196607
 1320.000063 -0.806547 1.666211 -0.328759
 1325.000063 -0.962097 1.548817 -0.041020
 1330.000063 -1.479104 0.500673 0.318255
 1335.000063 -1.532853 1.779863 -0.199966
 1340.000064 -2.420799 -2.932808 -0.180434
 1345.000064 -1.434225 1.788654 -0.426502
 1350.000064 -1.859170 0.928702 0.082910
 1355.000064 -1.549494 0.969977 -0.142234
 1360.000065 -1.707293 0.628676 0.272433
 1365.000065 -1.730580 2.821168 -0.636984
 1370.000065 -1.194287 1.488671 -0.178667
 1375.000065 -2.859929 2.861755 0.101988
 1380.000066 -1.150356 1.305508 -0.362912
 1385.000066 -2.361337 3.084268 0.283843
 1390.000066 -2.324379 3.137898 0.006492
 1395.000066 -1.536125 1.823969 0.138368
 1400.000066 -2.671907 2.581264 0.344917
 1405.000067 -2.619327 2.964276 -0.123361
 1410.000067 -1.333115 1.552500 -0.226339
 1415.000067 -1.836305 1.911946 -0.074542
 1420.000067 -2.034476 3.113865 -0.367711
 1425.000068 -2.720342 2.044386 0.319650
 1430.000068 -0.914526 2.015789 -0.113422
 1435.000068 -2.080200 2.936191 -0.261347
 1440.000068 -2.583435 2.882055 0.142107
 1445.000069 -1.565081 1.913667 -0.078119
 1450.000069 -1.085933 1.485652 -0.479377
 1455.000069 -2.265668 2.848927 0.038936
 1460.000069 -2.157228 2.661343 0.043183
 1465.000070 -2.304972 2.642349 0.151190
 1470.000070 -1.202906 0.151598 -0.131599
 1475.000070 -2.045997 2.307020 -0.182692
 1480.000070 -1.765115 0.704882 0.138322
 1485.000071 -1.654417 0.647701 0.311240
 1490.000071 -1.410703 2.732369 0.038795
 1495.000071 -2.850148 2.788051 -0.061929
 1500.000071 -1.154824 1.685612 0.216739
 1505.000071 -1.416120 1.122311 -0.210540
 1510.000072 -2.646310 2.896761 -0.136831
 1515.000072 -1.452492 2.608525 0.105736
 1520.000072 -1.071251 0.649012 0.093581
 1525.000072 -1.529895 0.856644 0.175577
 1530.000073 -1.242776 0.856313 -0.016906
 1535.000073 -1.242350 2.691121 0.020889
 1540.000073 -1.854542 0.729862 0.177416
 1545.000073 -1.413672 0.995702 0.050125
 1550.000074 -2.197544 1.011692 -0.020266
 1555.000074 -2.299610 2.949660 -0.108381
 1560.000074 -2.698444 2.515201 0.066747
 1565.000074 -2.021355 0.185474 0.071743
 1570.000075 -2.860279 2.564914 -0.076975
 1575.000075 -1.297202 0.818598 0.054159
 1580.000075 -2.552722 2.492744 -0.362995
 1585.000075 -1.377479 1.982620 0.159349
 1590.000076 -0.920283 1.543841 0.185707
 1595.000076 -1.709980 2.089159 -0.068806
 1600.000076 -2.039408 2.444827 -0.447463
 1605.000076 -2.926309 2.431910 -0.196572
 1610.000076 -1.562287 2.273393 0.043363
 1615.000077 -1.396211 0.653079 0.002834
 1620.000077 -1.168478 1.152754 0.174240
 1625.000077 -1.327042 1.270854 0.190199
 1630.000077 -2.287813 2.490453 -0.274695
 1635.000078 -1.647270 -0.118232 0.112862
 1640.000078 -2.711321 2.706757 0.227501
 1645.000078 -2.633579 2.740996 -0.218645
 1650.000078 -2.238428 2.520111 -0.115584
 1655.000079 -1.408968 0.725884 0.304132
 1660.000079 -1.180399 1.728632 0.045593
 1665.000079 -2.563199 2.234569 -0.198734
 1670.000079 -1.205037 1.016531 -0.046572
 1675.000080 -2.729926 2.642944 0.161780
 1680.000080 -1.246126 -0.284282 0.179270
 1685.000080 -1.986021 1.108356 0.202565
 1690.000080 -1.544820 0.881038 -0.006396
 1695.000081 -1.479987 0.787430 0.055450
 1700.000081 -1.148932 0.657508 -0.157353
 1705.000081 -1.110575 0.951410 -0.374113
 1710.000081 -1.309730 0.902210 0.255986
 1715.000081 -1.279242 1.459982 0.193933
 1720.000082 -1.551835 1.019895 0.080619
 1725.000082 -2.199460 2.231479 -0.120209
 1730.000082 -2.802907 2.443868 0.026227
 1735.000082 -2.541136 2.868288 0.172035
 1740.000083 -2.265888 2.481483 -0.164326
 1745.000083 -1.617138 1.767532 0.226692
 1750.000083 -1.648060 0.473121 0.225904
 1755.000083 -2.715831 2.482205 -0.027132
 1760.000084 -1.524369 2.793631 -0.259213
 1765.000084 -1.951206 2.260456 -0.094046
 1770.000084 -1.262009 2.470306 -0.246882
 1775.000084 -1.943249 2.629406 -0.247458
 1780.000085 -2.635856 2.923981 0.177933
 1785.000085 -2.315893 2.514896 -0.146519
 1790.000085 -1.929347 1.027311 0.501024
 1795.000085 -1.826544 2.555118 -0.436380
 1800.000085 -2.752931 2.745653 0.018360
 1805.000086 -1.873802 1.411126 -0.334503
 1810.000086 -1.728570 2.097375 -0.292765
 1815.000086 -1.820369 0.996484 -0.055113
 1820.000086 -2.244349 2.622839 0.109153
 1825.000087 -2.185020 2.589556 -0.221637
 1830.000087 -2.744630 2.453311 0.164464
 1835.000087 -1.259219 1.827023 0.008429
 1840.000087 -1.802019 1.253358 -0.096061
 1845.000088 -2.720176 2.765242 -0.298910
 1850.000088 -2.446638 2.567211 -0.118957
 1855.000088 -1.502542 1.621335 0.153802
 1860.000088 -1.126335 1.088132 -0.030540
 1865.000089 -2.755939 2.887176 0.052081
 1870.000089 -2.384796 2.494467 0.021451
 1875.000089 -2.012242 2.615623 -0.132774
 1880.000089 -1.796180 2.695697 0.315526
 1885.000090 -2.732751 2.597227 0.202614
 1890.000090 -2.656945 2.668515 -0.013502
 1895.000090 -2.562106 2.236238 0.069993
 1900.000090 -1.788310 0.946546 -0.093723
 1905.000090 -1.095449 2.859389 -0.115243
 1910.000091 -2.123199 1.655303 0.217571
 1915.000091 -2.336851 3.058335 -0.251003
 1920.000091 -1.364004 0.758283 0.100560
 1925.000091 -1.564046 2.072513 0.157154
 1930.000092 -2.414421 -2.974424 -0.155858
 1935.000092 -1.187864 1.841780 0.107087
 1940.000092 -2.105862 -3.115303 -0.026829
 1945.000092 -1.180192 0.892663 -0.068358
 1950.000093 -1.900215 1.454101 0.150654
 1955.000093 -1.650021 1.572457 0.137581
 1960.000093 -1.921689 2.723680 -0.196064
 1965.000093 -2.670517 -2.896757 -0.162309
 1970.000094 -1.628585 1.391245 0.376795
 1975.000094 -1.511496 0.585622 0.066191
 1980.000094 -1.030597 1.437195 -0.171637
 1985.000094 -1.528651 0.601273 -0.014415
 1990.000095 -2.416490 2.686371 0.465330
 1995.000095 -2.940268 2.775794 0.269820
 2000.000095 -2.004676 2.739134 -0.215737
 2005.000095 -2.246004 2.677177 -0.284140
 2010.000095 -1.436316 1.406059 -0.196349
 2015.000096 -1.493113 2.030733 -0.229577
 2020.000096 -2.043752 2.882549 -0.532353
 2025.000096 -1.468572 0.920426 0.047205
 2030.000096 -1.057923 -0.030197 0.409598
 2035.000097 -2.407528 2.561924 -0.073672
 2040.000097 -2.533739 3.012606 0.177255
 2045.000097 -1.442762 0.784474 0.230791
 2050.000097 -1.588323 2.765620 -0.204805
 2055.000098 -2.273175 2.569701 -0.141695
 2060.000098 -1.862987 1.591853 0.138499
 2065.000098 -2.413252 2.236614 0.017418
 2070.000098 -1.453697 2.288181 -0.169157
 2075.000099 -2.754810 -3.056993 0.061136
 2080.000099 -2.832105 2.681847 -0.043094
 2085.000099 -2.100556 2.909617 -0.222827
 2090.000099 -2.478762 3.047631 -0.084890
 2095.000100 -0.939284 0.654215 -0.316218
 2100.000100 -1.314507 2.117965 -0.151345
 2105.000100 -1.456319 0.869769 -0.131612
 2110.000100 -1.587360 1.198121 0.142637
 2115.000100 -1.569901 1.263905 0.106325
 2120.000101 -1.292857 0.380137 -0.317838
 2125.000101 -1.608813 2.601412 0.017470
 2130.000101 -1.276299 2.152175 0.063725
 2135.000101 -1.355628 2.429288 -0.319054
 2140.000102 -1.220621 0.817651 -0.025991
 2145.000102 -1.443843 1.174752 -0.050019
 2150.000102 -1.277169 1.015509 -0.049499
 2155.000102 -1.226846 1.443626 -0.208481
 2160.000103 -2.414938 2.749824 -0.314820
 2165.000103 -1.451776 0.755423 0.272355
 2170.000103 -1.240219 2.368975 -0.138496
 2175.000103 -1.240536 0.960781 -0.289891
 2180.000104 -1.223768 0.418103 -0.103671
 2185.000104 -1.227271 1.896670 -0.106885
 2190.000104 -1.905771 2.762205 -0.144395
 2195.000104 -1.511775 0.457406 0.530037
 2200.000104 -0.940389 1.139314 -0.548085
 2205.000105 -2.534566 2.618543 -0.061546
 2210.000105 -1.534613 0.624325 -0.027482
 2215.000105 -1.367289 2.292054 0.231888
 2220.000105 -1.781728 1.718179 -0.048540
 2225.000106 -0.935909 0.257806 -0.116901
 2230.000106 -1.239505 1.834364 0.153762
 2235.000106 -1.383157 0.561227 0.121023
 2240.000106 -1.643241 2.858810 -0.030540
 2245.000107 -1.476667 0.684953 0.086759
 2250.000107 -1.154892 1.163412 -0.011976
 2255.000107 -1.588217 0.444513 0.108969
 2260.000107 -1.297946 1.194960 0.105340
 2265.000108 -1.535802 1.774759 0.055181
 2270.000108 -1.394300 0.541132 0.387743
 2275.000108 -0.963618 -0.417891 0.116169
 2280.000108 -2.405348 3.095054 -0.121520
 2285.000109 -1.276558 0.374945 0.127460
 2290.000109 -1.473945 0.599682 -0.273382
 2295.000109 -2.495564 2.892047 0.176555
 2300.000109 -2.096793 2.480133 0.377144
 2305.000109 -1.621525 0.949045 -0.169472
 2310.000110 -2.466053 2.524136 -0.103070
 2315.000110 -2.372360 2.781600 -0.022304
 2320.000110 -2.149314 2.332906 0.219173
 2325.000110 -1.435512 1.255033 0.399294
 2330.000111 -1.355012 0.476117 -0.065795
 2335.000111 -1.707410 2.128336 0.065404
 2340.000111 -2.829672 2.014541 -0.141290
 2345.000111 -2.258280 2.347389 -0.418697
 2350.000112 -1.702617 1.616677 0.263285
 2355.000112 -1.529469 0.609385 0.237710
 2360.000112 -2.767710 2.956079 -0.033944
 2365.000112 -1.154602 2.488776 -0.300023
 2370.000113 -2.512009 3.013332 0.193586
 2375.000113 -1.383918 1.317394 -0.033208
 2380.000113 -1.927667 2.465847 -0.176706
 2385.000113 -2.548263 2.205361 -0.038232
 2390.000114 -1.480751 1.441203 -0.040124
 2395.000114 -1.382793 1.179305 0.099979
 2400.000114 -1.230510 0.580261 0.088031
 2405.000114 -1.612573 0.753552 0.143068
 2410.000114 -1.410880 1.244721 0.003729
 2415.000115 -1.187548 1.599782 -0.455805
 2420.000115 -1.629737 1.153815 0.213629
 2425.000115 -1.496995 1.132863 0.314050
 2430.000115 -1.351984 2.410337 -0.145225
 2435.000116 -1.439137 0.783809 0.268822
 2440.000116 -1.255981 1.973084 0.118769
 2445.000116 -2.647841 2.157514 0.063664
 2450.000116 -2.618751 2.499700 -0.088651
 2455.000117 -2.594118 2.711691 -0.132330
 2460.000117 -2.732785 2.939258 -0.159498
 2465.000117 -2.384893 2.662414 -0.053232
 2470.000117 -2.530537 2.966512 -0.230284
 2475.000118 -1.442092 2.801795 -0.418615
 2480.000118 -1.827784 2.342434 0.052008
 2485.000118 -1.258828 1.330863 -0.184808
 2490.000118 -1.393192 0.779924 0.096026
 2495.000119 -2.570013 2.771627 0.165565
 2500.000119 -2.047697 2.531518 -0.006124
 2505.000119 -2.303489 2.775307 -0.003869
 2510.000119 -1.409516 0.169495 -0.290439
 2515.000119 -2.237134 2.824521 0.019369
 2520.000120 -2.720549 3.051781 -0.031631
 2525.000120 -1.506428 1.342867 0.028555
 2530.000120 -1.019455 0.888584 -0.444958
 2535.000120 -2.091640 2.595854 0.276360
 2540.000121 -1.517043 0.526424 0.361330
 2545.000121 -1.934847 2.512442 -0.379281
 2550.000121 -1.600517 1.305661 0.205370
 2555.000121 -2.471475 2.896109 -0.140086
 2560.000122 -1.264324 1.833931 0.031105
 2565.000122 -2.271992 2.924661 -0.150916
 2570.000122 -1.908741 2.689651 -0.065293
 2575.000122 -1.635911 0.905448 0.174672
 2580.000123 -1.406165 1.383508 0.090994
 2585.000123 -1.580426 2.152359 0.023663
 2590.000123 -1.578909 1.173689 -0.029935
 2595.000123 -1.460250 2.570664 -0.291429
 2600.000123 -1.842704 2.477008 -0.159861
 2605.000124 -1.672418 1.864015 -0.003014
 2610.000124 -2.101296 1.050183 0.157084
 2615.000124 -2.584267 3.097748 -0.159769
 2620.000124 -1.783664 2.718805 0.084745
 2625.000125 -1.514788 1.226715 -0.039896
 2630.000125 -2.561090 2.638449 0.066390
 2635.000125 -2.274837 2.896725 -0.308359
 2640.000125 -1.900027 2.078747 0.004586
 2645.000126 -2.460598 2.456581 -0.048171
 2650.000126 -1.284144 0.847901 0.271075
 2655.000126 -2.070935 2.800669 -0.108992
 2660.000126 -2.761018 2.464268 0.078239
 2665.000127 -1.274886 1.190947 -0.222389
 2670.000127 -1.589753 1.139410 0.159946
 2675.000127 -2.332193 3.090792 0.154465
 2680.000127 -2.844976 2.780384 0.556054
 2685.000128 -1.648326 1.377967 0.134064
 2690.000128 -1.189651 1.655676 -0.137835
 2695.000128 -2.703953 2.793774 0.025100
 2700.000128 -1.427491 0.876475 0.093871
 2705.000128 -1.422762 0.938849 0.130465
 2710.000129 -1.339724 1.129813 -0.116922
 2715.000129 -1.620202 2.053749 -0.016066
 2720.000129 -2.366207 2.851441 -0.267060
 2725.000129 -1.254377 2.042344 -0.547504
 2730.000130 -1.679027 1.570016 -0.024972
 2735.000130 -1.483624 0.848926 0.097070
 2740.000130 -1.387136 1.178116 -0.146913
 2745.000130 -1.758315 1.151856 -0.191723
 2750.000131 -2.197339 2.319079 -0.168190
 2755.000131 -1.331627 0.621162 -0.007403
 2760.000131 -1.593577 0.167027 0.159251
 2765.000131 -2.562723 2.172384 -0.009399
 2770.000132 -2.534229 2.804550 0.211334
 2775.000132 -2.619938 2.572035 0.050289
 2780.000132 -2.324231 2.940283 -0.025221
 2785.000132 -1.298273 1.016762 -0.233427
 2790.000133 -1.214378 2.087730 -0.170448
 2795.000133 -2.654906 3.000936 0.339084
 2800.000133 -1.006991 0.122227 -0.276722
 2805.000133 -1.615172 1.685161 0.249411
 2810.000133 -1.568328 1.350840 0.466201
 2815.000134 -2.447351 3.063026 -0.228518
 2820.000134 -1.077772 0.675136 -0.257647
 2825.000134 -1.458383 1.608208 -0.225207
 2830.000134 -2.132690 2.695063 0.050709
 2835.000135 -1.335473 1.082304 0.217378
 2840.000135 -1.329164 1.606107 -0.503447
 2845.000135 -2.205053 3.055576 0.114565
 2850.000135 -1.310409 1.558427 -0.221777
 2855.000136 -2.062386 -2.616926 -0.236655
 2860.000136 -1.512292 2.164981 -0.149425
 2865.000136 -1.735962 1.174287 0.080169
 2870.000136 -1.151018 1.958620 -0.378530
 2875.000137 -2.715755 2.390310 0.217968
 2880.000137 -2.029937 2.399955 -0.105657
 2885.000137 -1.494209 0.527590 0.545020
 2890.000137 -1.463036 -0.483275 -0.107516
 2895.000138 -1.443270 0.949620 0.180103
 2900.000138 -1.397479 0.742171 0.168371
 2905.000138 -1.437369 1.386854 0.070792
 2910.000138 -1.305489 2.159299 -0.212064
 2915.000138 -2.147327 2.425273 -0.502988
 2920.000139 -1.045698 2.417501 -0.151653
 2925.000139 -1.213779 2.380368 -0.042068
 2930.000139 -2.586318 2.682071 -0.226122
 2935.000139 -1.192031 2.504604 -0.259638
 2940.000140 -2.543783 2.891051 0.288732
 2945.000140 -1.385867 1.114894 -0.230779
 2950.000140 -2.533256 -3.065914 -0.112909
 2955.000140 -2.714638 2.819715 0.195252
 2960.000141 -1.412842 0.997969 0.314288
 2965.000141 -2.243589 2.801739 -0.437960
 2970.000141 -2.044900 2.803762 -0.191311
