#! FIELDS time d_ace-1-ch3_ace-1-c d_ace-1-ch3_ace-1-o d_ace-1-ch3_ala-2-n d_ace-1-ch3_ala-2-ca d_ace-1-ch3_ala-2-cb d_ace-1-ch3_ala-2-c d_ace-1-ch3_ala-2-o d_ace-1-ch3_nme-3-n d_ace-1-ch3_nme-3-ch3 d_ace-1-c_ace-1-o d_ace-1-c_ala-2-n d_ace-1-c_ala-2-ca d_ace-1-c_ala-2-cb d_ace-1-c_ala-2-c d_ace-1-c_ala-2-o d_ace-1-c_nme-3-n d_ace-1-c_nme-3-ch3 d_ace-1-o_ala-2-n d_ace-1-o_ala-2-ca d_ace-1-o_ala-2-cb d_ace-1-o_ala-2-c d_ace-1-o_ala-2-o d_ace-1-o_nme-3-n d_ace-1-o_nme-3-ch3 d_ala-2-n_ala-2-ca d_ala-2-n_ala-2-cb d_ala-2-n_ala-2-c d_ala-2-n_ala-2-o d_ala-2-n_nme-3-n d_ala-2-n_nme-3-ch3 d_ala-2-ca_ala-2-cb d_ala-2-ca_ala-2-c d_ala-2-ca_ala-2-o d_ala-2-ca_nme-3-n d_ala-2-ca_nme-3-ch3 d_ala-2-cb_ala-2-c d_ala-2-cb_ala-2-o d_ala-2-cb_nme-3-n d_ala-2-cb_nme-3-ch3 d_ala-2-c_ala-2-o d_ala-2-c_nme-3-n d_ala-2-c_nme-3-ch3 d_ala-2-o_nme-3-n d_ala-2-o_nme-3-ch3 d_nme-3-n_nme-3-ch3
 0.000000 0.149772 0.233943 0.245166 0.385790 0.482077 0.461674 0.566019 0.449139 0.557654 0.125140 0.132596 0.249862 0.369124 0.327637 0.439033 0.318007 0.440234 0.226596 0.288873 0.430513 0.338110 0.456493 0.285372 0.391311 0.147875 0.241091 0.260415 0.357115 0.306157 0.443043 0.153539 0.156221 0.242867 0.241765 0.379513 0.257763 0.284359 0.376121 0.503435 0.118609 0.134117 0.247647 0.222203 0.286280 0.141161
 10.000000 0.153930 0.240577 0.241117 0.371581 0.444250 0.476680 0.596298 0.454033 0.584199 0.119914 0.135486 0.239147 0.348410 0.339115 0.461659 0.328710 0.470679 0.226477 0.278113 0.413059 0.353330 0.475867 0.334241 0.467251 0.140999 0.230864 0.249762 0.361062 0.271819 0.419410 0.158654 0.154685 0.249678 0.244226 0.391427 0.261066 0.297742 0.371700 0.503938 0.126362 0.139655 0.259037 0.231748 0.292364 0.153105
 20.000001 0.152022 0.242179 0.234472 0.372341 0.454241 0.470268 0.583982 0.468205 0.589244 0.120351 0.127138 0.241835 0.355819 0.330504 0.450449 0.326867 0.456040 0.215220 0.275087 0.411895 0.332500 0.458852 0.293996 0.408038 0.148836 0.247749 0.249116 0.353784 0.289467 0.429637 0.152987 0.154625 0.243219 0.243627 0.387537 0.260121 0.284000 0.378381 0.513066 0.127064 0.131010 0.253607 0.227613 0.299612 0.146589
 30.000001 0.151422 0.238411 0.237415 0.378706 0.450241 0.485565 0.500482 0.582691 0.696849 0.122254 0.130885 0.248729 0.338494 0.364766 0.407442 0.448549 0.571860 0.224173 0.292175 0.387597 0.402303 0.468747 0.454187 0.577732 0.145190 0.240390 0.256888 0.290449 0.361594 0.484895 0.148900 0.152392 0.231627 0.243283 0.379741 0.251571 0.315912 0.330657 0.464270 0.118041 0.130032 0.240921 0.218913 0.274133 0.145041
 40.000002 0.145447 0.230933 0.240954 0.376745 0.468191 0.466528 0.584412 0.450885 0.567911 0.121640 0.130766 0.245283 0.361653 0.329799 0.449784 0.320287 0.450419 0.216915 0.272964 0.405262 0.335164 0.455625 0.301233 0.426564 0.145709 0.248301 0.248183 0.355065 0.287448 0.424960 0.155063 0.154121 0.240726 0.247835 0.389190 0.266645 0.293171 0.388627 0.519013 0.124021 0.136526 0.253331 0.228989 0.293491 0.147287
 50.000002 0.148264 0.239365 0.239386 0.372221 0.469854 0.438493 0.444226 0.529537 0.610496 0.125949 0.134953 0.239547 0.354926 0.316356 0.354109 0.395977 0.491012 0.229423 0.274710 0.404014 0.334556 0.397969 0.373958 0.453743 0.143796 0.232333 0.253051 0.292052 0.354746 0.475954 0.143828 0.162337 0.249540 0.242154 0.384162 0.258992 0.328268 0.330085 0.479519 0.122547 0.128528 0.246291 0.223842 0.288504 0.151799
 60.000003 0.155915 0.245595 0.238437 0.383277 0.470677 0.456447 0.485819 0.540258 0.658528 0.120214 0.133761 0.253581 0.360536 0.338818 0.400478 0.408775 0.540554 0.224597 0.293828 0.411884 0.369669 0.457417 0.399409 0.533384 0.147737 0.242227 0.247055 0.295035 0.350621 0.481558 0.147692 0.151195 0.233721 0.249233 0.385676 0.254674 0.298033 0.355643 0.476705 0.124788 0.139733 0.248516 0.236298 0.287485 0.148893
 70.000003 0.153046 0.239955 0.245982 0.388719 0.485997 0.460112 0.575223 0.433094 0.552895 0.122584 0.132207 0.254601 0.378162 0.326328 0.445826 0.311079 0.444374 0.219653 0.293039 0.439407 0.334119 0.455596 0.293627 0.410598 0.150401 0.249997 0.269435 0.374928 0.309202 0.455626 0.154992 0.159514 0.244713 0.254192 0.394629 0.256916 0.279567 0.376714 0.503225 0.122381 0.132147 0.248905 0.219380 0.278708 0.147298
 80.000004 0.150073 0.238810 0.240774 0.374430 0.467632 0.441625 0.537995 0.462608 0.566276 0.122950 0.130559 0.239710 0.352758 0.317194 0.426101 0.338989 0.460711 0.219447 0.269842 0.403379 0.323592 0.447664 0.300557 0.415192 0.141938 0.232069 0.247118 0.334841 0.318662 0.451217 0.153020 0.153135 0.237835 0.245999 0.385455 0.265699 0.287680 0.380934 0.511818 0.126878 0.133391 0.250156 0.229561 0.296585 0.143895
 90.000004 0.149608 0.241748 0.234330 0.371656 0.460840 0.454542 0.567041 0.434389 0.549903 0.124970 0.134888 0.242476 0.358586 0.323257 0.440363 0.313482 0.447143 0.230896 0.282120 0.418330 0.335071 0.454860 0.304104 0.435320 0.144540 0.231606 0.261015 0.361356 0.302891 0.440888 0.148956 0.160635 0.244831 0.254478 0.394176 0.260664 0.286935 0.379311 0.501535 0.121068 0.132638 0.248272 0.219274 0.275533 0.149464
